ID,kwyk_uncertainty
ds002790_sub-0199_T1w,0.24577893941729312
ds002790_sub-0133_T1w,0.26072730030356356
ds002790_sub-0062_T1w,0.2518251438951739
ds002790_sub-0131_T1w,0.2224394108113129
ds002790_sub-0009_T1w,0.24496640935255073
ds002790_sub-0173_T1w,0.24524085724419262
ds002790_sub-0038_T1w,0.2491182707638398
ds002790_sub-0101_T1w,0.23794080938221696
ds002790_sub-0096_T1w,0.23623239095342752
ds002790_sub-0019_T1w,0.2293973339859859
ds002790_sub-0130_T1w,0.2392144222588021
ds002790_sub-0093_T1w,0.31007392534237865
ds002790_sub-0110_T1w,0.23214132187385195
ds002790_sub-0126_T1w,0.24179588125278717
ds002790_sub-0170_T1w,0.22746934610996644
ds002790_sub-0150_T1w,0.23582022627238225
ds002790_sub-0158_T1w,0.23786463656946563
ds002790_sub-0152_T1w,0.2173837197162528
ds002790_sub-0213_T1w,0.24480404857128252
ds002790_sub-0049_T1w,0.241632714777533
ds002790_sub-0141_T1w,0.2563137706582755
ds002790_sub-0179_T1w,0.22291465879488034
ds002790_sub-0167_T1w,0.23310557298234438
ds002790_sub-0198_T1w,0.2519453102796262
ds002790_sub-0045_T1w,0.23832955707237266
ds002790_sub-0136_T1w,0.22483542047696195
ds002790_sub-0021_T1w,0.2700970582972732
ds002790_sub-0095_T1w,0.23767377748462062
ds002790_sub-0216_T1w,0.24072687522689107
ds002790_sub-0195_T1w,0.2385692719413141
ds002790_sub-0164_T1w,0.2655268924214288
ds002790_sub-0160_T1w,0.25993014688816984
ds002790_sub-0201_T1w,0.25830021670372594
ds002790_sub-0105_T1w,0.2882477656808046
ds002790_sub-0117_T1w,0.23491392511549897
ds002790_sub-0033_T1w,0.2536354497400316
ds002790_sub-0139_T1w,0.250155582247685
ds002790_sub-0172_T1w,0.21608638227442165
ds002790_sub-0107_T1w,0.2564782246704539
ds002790_sub-0183_T1w,0.26401203133653495
ds002790_sub-0189_T1w,0.31223372914188086
ds002790_sub-0082_T1w,0.24180900465525024
ds002790_sub-0020_T1w,0.24583746414976704
ds002790_sub-0084_T1w,0.2374113880010602
ds002790_sub-0175_T1w,0.27379319504190314
ds002790_sub-0154_T1w,0.24319839889272898
ds002790_sub-0104_T1w,0.24649243288434425
ds002790_sub-0226_T1w,0.2846368029543186
ds002790_sub-0102_T1w,0.2360019261766363
ds002790_sub-0018_T1w,0.24716771152134556
ds002790_sub-0024_T1w,0.23114935222280436
ds002790_sub-0005_T1w,0.23419728265265388
ds002790_sub-0151_T1w,0.23136318985819798
ds002790_sub-0056_T1w,0.23879488838318444
ds002790_sub-0098_T1w,0.23434715102687986
ds002790_sub-0163_T1w,0.25803579797037296
ds003097_sub-0779_run-3_T1w,0.3096300654471678
ds003097_sub-0779_run-1_T1w,0.3061098451447939
ds003097_sub-0779_run-2_T1w,0.3079144359917303
ds003097_sub-0310_run-3_T1w,0.27774616539040725
ds003097_sub-0310_run-2_T1w,0.2844794715090507
ds003097_sub-0310_run-1_T1w,0.2753886390226998
ds003097_sub-0910_run-1_T1w,0.30325070450612934
ds003097_sub-0910_run-2_T1w,0.30203769268854025
ds003097_sub-0910_run-3_T1w,0.29683896242982527
ds003097_sub-0838_run-3_T1w,0.25661621271195145
ds003097_sub-0838_run-2_T1w,0.25825831048576076
ds003097_sub-0838_run-1_T1w,0.2586305647680625
ds003097_sub-0440_run-1_T1w,0.2986320666790692
ds003097_sub-0440_run-2_T1w,0.2937640704253016
ds003097_sub-0440_run-3_T1w,0.2900145484471188
ds003097_sub-0100_run-1_T1w,0.27982613941602974
ds003097_sub-0100_run-3_T1w,0.2843533150829215
ds003097_sub-0100_run-2_T1w,0.2788063155218942
ds003097_sub-0091_run-3_T1w,0.3184481434656327
ds003097_sub-0091_run-1_T1w,0.3146453286066376
ds003097_sub-0091_run-2_T1w,0.317119353337691
ds003097_sub-0146_run-1_T1w,0.2873460434661384
ds003097_sub-0146_run-3_T1w,0.28651438146040314
ds003097_sub-0146_run-2_T1w,0.2901599936315922
ds003097_sub-0651_run-3_T1w,0.3077462431402075
ds003097_sub-0651_run-2_T1w,0.3067416950295915
ds003097_sub-0651_run-1_T1w,0.30359884120403197
ds003097_sub-0199_run-2_T1w,0.25792209045713604
ds003097_sub-0199_run-3_T1w,0.2632370569853202
ds003097_sub-0199_run-1_T1w,0.26141302028617847
ds003097_sub-0322_run-2_T1w,0.2547958295096519
ds003097_sub-0322_run-3_T1w,0.25445563261181886
ds003097_sub-0322_run-1_T1w,0.2532549476243489
ds003097_sub-0316_run-3_T1w,0.2923978042057074
ds003097_sub-0316_run-1_T1w,0.31344366087334696
ds003097_sub-0316_run-2_T1w,0.2904275638334499
ds003097_sub-0810_run-2_T1w,0.3215571587350556
ds003097_sub-0810_run-1_T1w,0.3156594655401684
ds003097_sub-0810_run-3_T1w,0.3178293937469147
ds003097_sub-0133_run-3_T1w,0.29006617356601794
ds003097_sub-0133_run-1_T1w,0.29251000510079506
ds003097_sub-0133_run-2_T1w,0.2912123915405615
ds003097_sub-0468_run-2_T1w,0.2812897243793565
ds003097_sub-0468_run-3_T1w,0.2806826215344126
ds003097_sub-0468_run-1_T1w,0.2788069265092437
ds003097_sub-0832_run-1_T1w,0.28562149514169094
ds003097_sub-0832_run-2_T1w,0.28464554851172363
ds003097_sub-0832_run-3_T1w,0.2979543785229339
ds003097_sub-0062_run-1_T1w,0.29064775306175344
ds003097_sub-0062_run-3_T1w,0.2936489675458577
ds003097_sub-0062_run-2_T1w,0.2944239604130733
ds003097_sub-0404_run-3_T1w,0.28103644742898454
ds003097_sub-0404_run-2_T1w,0.2701870228872211
ds003097_sub-0404_run-1_T1w,0.27170579445848575
ds003097_sub-0420_run-2_T1w,0.27484178350010013
ds003097_sub-0420_run-3_T1w,0.27570846907763435
ds003097_sub-0420_run-1_T1w,0.27718012830597005
ds003097_sub-0266_run-1_T1w,0.2498735734208814
ds003097_sub-0266_run-2_T1w,0.25269741437953336
ds003097_sub-0266_run-3_T1w,0.25724586300222746
ds000240_sub-53_T1w,0.3258985535954836
ds000240_sub-62_T1w,0.3227985668396121
ds000240_sub-11_T1w,0.24643994068043087
ds000240_sub-04_T1w,0.26742199323840504
ds000240_sub-32_T1w,0.3245852311518332
ds000240_sub-43_T1w,0.36168814829999874
ds000240_sub-21_T1w,0.2653821026341665
ds000001_sub-09_T1w,0.3116734635510051
ds000001_sub-02_T1w,0.27681594192086384
ds000001_sub-03_T1w,0.2796617961425091
ds000001_sub-01_T1w,0.27344625593998007
ds000001_sub-12_T1w,0.31245556909706207
ds000001_sub-14_T1w,0.26464245682864534
ds000001_sub-05_T1w,0.28841242267962247
ds000001_sub-08_T1w,0.2996427976686384
ds000001_sub-15_T1w,0.31029792848914073
ds000001_sub-10_T1w,0.30631933204336254
ds000001_sub-16_T1w,0.30630996076153555
ds000001_sub-13_T1w,0.35311759764731565
ds000001_sub-07_T1w,0.32219193792137685
ds000001_sub-06_T1w,0.2956068029548293
ds000001_sub-11_T1w,0.2798829632559564
ds000001_sub-04_T1w,0.32639161602630345
ds002185_sub-20_T1w,0.2566576654874209
ds002185_sub-09_T1w,0.2397363444893428
ds002185_sub-02_T1w,0.23864875871958105
ds002185_sub-03_T1w,0.25960306656562454
ds002185_sub-22_T1w,0.30367320933325015
ds002185_sub-01_T1w,0.25076271487533797
ds002185_sub-18_T1w,0.2830312105678299
ds002185_sub-12_T1w,0.24950651770039842
ds002185_sub-14_T1w,0.2616842699387931
ds002185_sub-05_T1w,0.25267192158042734
ds002185_sub-08_T1w,0.2438167444815582
ds002185_sub-15_T1w,0.28175646061364884
ds002185_sub-10_T1w,0.28599032246525435
ds002185_sub-16_T1w,0.25661533698752265
ds002185_sub-13_T1w,0.23754827858115388
ds002185_sub-17_T1w,0.2663756740003586
ds002185_sub-07_T1w,0.2791283042840281
ds002185_sub-19_T1w,0.27460700884282596
ds002185_sub-06_T1w,0.26762328826350185
ds002185_sub-11_T1w,0.24204393012712225
ds002185_sub-04_T1w,0.2363479340886926
ds002185_sub-21_T1w,0.2680163454336806
ds002155_sub-09_T1w,0.7748228738945535
ds002155_sub-22_T1w,0.8053113723117752
ds002155_sub-25_T1w,0.8439994819962153
ds002155_sub-18_T1w,0.7921212642025279
ds002155_sub-12_T1w,0.7633270316910101
ds002155_sub-24_T1w,0.8309127269225166
ds002155_sub-14_T1w,0.7692584315388573
ds002155_sub-05_T1w,0.7612036674687827
ds002155_sub-29_T1w,0.8403228925695272
ds002155_sub-08_T1w,0.8420369798613282
ds002155_sub-15_T1w,0.7865285148815407
ds002155_sub-10_T1w,0.791937508584263
ds002155_sub-30_T1w,0.7491841703651694
ds002155_sub-28_T1w,0.8166134676591229
ds002155_sub-26_T1w,0.82571354381375
ds003477_sub-03_ses-1_acq-AxialNsig2Mm1_T1w,0.23279802948877532
ds003477_tpl-MNI152NLin2009cAsym_res-02_desc-brain_T1w,0.49804794698287624
ds003477_sub-03_ses-1_acq-AxialNsig2Mm1_desc-preproc_T1w,0.21850111150118315
ds003477_sub-03_ses-1_acq-AxialNsig2Mm1_space-MNI152NLin2009cAsym_desc-preproc_T1w,0.2881292457204299
ds000008_sub-09_T1w,0.33244527900948023
ds000008_sub-02_T1w,0.28220681069885395
ds000008_sub-03_T1w,0.273771257675008
ds000008_sub-01_T1w,0.2727160402056228
ds000008_sub-12_T1w,0.30036943380668013
ds000008_sub-14_T1w,0.2841136302056807
ds000008_sub-05_T1w,0.3039116786476911
ds000008_sub-15_T1w,0.2963515321467345
ds000008_sub-10_T1w,0.2972158164121228
ds000008_sub-13_T1w,0.25491850737553373
ds000008_sub-07_T1w,0.3097819320678279
ds000008_sub-06_T1w,0.2827502715108198
ds000008_sub-11_T1w,0.28367768911665175
ds000008_sub-04_T1w,0.3313014759471334
ds002797_sub-20_T1w,0.2619805212211229
ds002797_sub-09_T1w,0.24762607393791888
ds002797_sub-03_T1w,0.2519738889871284
ds002797_sub-22_T1w,0.25194611174163023
ds002797_sub-25_T1w,0.23573890039049444
ds002797_sub-18_T1w,0.25405860765672084
ds002797_sub-14_T1w,0.230164732603775
ds002797_sub-29_T1w,0.2345248646255153
ds002797_sub-08_T1w,0.24504869554699127
ds002797_sub-27_T1w,0.2331188433612165
ds002797_sub-15_T1w,0.25842051443692926
ds002797_sub-10_T1w,0.24756690000688059
ds002797_sub-28_T1w,0.23079908662148715
ds002797_sub-16_T1w,0.24203892430032276
ds002797_sub-13_T1w,0.24317279334580327
ds002797_sub-17_T1w,0.23954048904702457
ds002797_sub-06_T1w,0.2544936937498882
ds002797_sub-11_T1w,0.26127701922532576
ds002797_sub-04_T1w,0.24865612165549242
ds002797_sub-32_T1w,0.25129819613424886
ds002797_sub-21_T1w,0.2893925354522139
ds002311_sub-20_T1w,0.27328372983466503
ds002311_sub-09_T1w,0.26177837731601894
ds002311_sub-02_T1w,Nan
ds002311_sub-03_T1w,Nan
ds002311_sub-22_T1w,Nan
ds002311_sub-01_T1w,Nan
ds002311_sub-18_T1w,Nan
ds002311_sub-12_T1w,Nan
ds002311_sub-14_T1w,Nan
ds002311_sub-05_T1w,Nan
ds002311_sub-08_T1w,Nan
ds002311_sub-15_T1w,Nan
ds002311_sub-10_T1w,Nan
ds002311_sub-16_T1w,Nan
ds002311_sub-13_T1w,Nan
ds002311_sub-23_T1w,Nan
ds002311_sub-17_T1w,Nan
ds002311_sub-07_T1w,Nan
ds002311_sub-19_T1w,Nan
ds002311_sub-06_T1w,Nan
ds002311_sub-11_T1w,Nan
ds000157_sub-16_T1w,0.29091522027536415
ds000157_sub-26_T1w,0.31622760080209966
ds000157_sub-13_T1w,0.33577248748460486
ds000157_sub-23_T1w,0.3116406968118458
ds000157_sub-17_T1w,0.33660825923220844
ds000157_sub-07_T1w,0.32704650007061153
ds000157_sub-19_T1w,0.31021318669309006
ds000157_sub-06_T1w,0.31826885365570146
ds000157_sub-11_T1w,0.33269976029266163
ds000157_sub-04_T1w,0.323860799564216
ds000157_sub-21_T1w,0.3118432635433311
ds002242_sub-3223_T1w,0.26186735765657226
ds002242_sub-3042_T1w,0.278297046557813
ds002242_sub-3746_T1w,0.2780201753144087
ds002242_sub-3761_T1w,0.27527419579188106
ds002242_sub-3735_T1w,0.29582260020332574
ds002242_sub-3018_T1w,0.315923988998245
ds002242_sub-3046_T1w,0.35616952805009705
ds002242_sub-3425_T1w,0.2945879447621706
ds002242_sub-3023_T1w,0.29177574272201695
ds002242_sub-3783_T1w,0.2844815883890525
ds002242_sub-3710_T1w,0.2989353874283908
ds002242_sub-3031_T1w,0.285070497541881
ds002242_sub-1875_T1w,0.29829554018306503
ds002242_sub-3849_T1w,0.2620513417819276
ds002242_sub-3851_T1w,0.2959990362141699
ds002242_sub-3768_T1w,0.25755103535106866
ds002242_sub-3712_T1w,0.30825966517863984
ds002242_sub-3850_T1w,0.2766586202279301
ds002242_sub-3075_T1w,0.31533722487961374
ds002242_sub-3775_T1w,0.30496879108798214
ds002242_sub-3778_T1w,0.2571612267827069
ds002242_sub-1949_T1w,0.25860160683645983
ds002242_sub-3013_T1w,0.27873024256681794
ds002242_sub-3852_T1w,0.2539458007366051
ds002242_sub-2439_T1w,0.2702117754596663
ds002242_sub-3043_T1w,0.2706901120348038
ds002242_sub-3762_T1w,0.2655736770636334
ds002242_sub-3711_T1w,0.2730132660368006
ds002242_sub-3786_T1w,0.27438518692717695
ds002242_sub-3767_T1w,0.26741875196859766
ds002242_sub-3816_T1w,0.26729565711175507
ds002242_sub-3763_T1w,0.2841782457545572
ds002242_sub-2575_T1w,0.2685424317175314
ds002242_sub-1295_T1w,0.26536717210272387
ds002242_sub-1859_T1w,0.2608949798627553
ds002936_sub-0001_ses-1_acq-1_run-1_T1w,0.2755116735254124
ds002936_sub-0002_ses-1_acq-1_run-1_T1w,0.2823825861874595
ds002936_sub-0003_ses-1_acq-1_run-1_T1w,0.2852910411069326
ds003392_sub-09_T1w,0.26327150310100284
ds003392_sub-02_T1w,0.24401962124319868
ds003392_sub-03_T1w,0.2571654869346344
ds003392_sub-01_T1w,0.2746390746788577
ds003392_sub-12_T1w,0.2651560627552758
ds003392_sub-05_T1w,0.2842600532128832
ds003392_sub-08_T1w,0.24990532085479805
ds003392_sub-10_T1w,0.2629341096184638
ds003392_sub-07_T1w,0.25733405300913953
ds003392_sub-06_T1w,0.25363525683205096
ds003392_sub-11_T1w,0.2590568449393091
ds003469_sub-035_T1w,0.2567405284437209
ds003469_sub-056_T1w,0.23803122987219136
ds003469_sub-162_T1w,0.2347527610085517
ds003469_sub-047_T1w,0.27333285972787374
ds003469_sub-207_T1w,0.2542718116744681
ds003469_sub-166_T1w,0.23860619055298543
ds003469_sub-114_T1w,0.2558627559297044
ds003469_sub-045_T1w,0.2599355057370274
ds003469_sub-181_T1w,0.26312889468592054
ds003469_sub-133_T1w,0.311454279463703
ds003469_sub-022_T1w,0.249004955233945
ds003469_sub-119_T1w,0.27599877647533194
ds003469_sub-129_T1w,0.30405993328977504
ds003469_sub-176_T1w,0.27025911748864345
ds003469_sub-194_T1w,0.2651215516426566
ds003469_sub-044_T1w,0.2903594969716741
ds003469_sub-177_T1w,0.24732971254400296
ds003469_sub-174_T1w,0.2720890523117052
ds003469_sub-161_T1w,0.2514165078736236
ds003469_sub-192_T1w,0.2810629168037061
ds003469_sub-134_T1w,0.24420543918944612
ds003469_sub-124_T1w,0.262344901979665
ds003469_sub-193_T1w,0.2875991872636086
ds003469_sub-060_T1w,0.24165063287876987
ds003469_sub-172_T1w,0.2451677323777347
ds003469_sub-029_T1w,0.2487220516322149
ds003469_sub-059_T1w,0.2855910094024755
ds003017_sub-sid000055_acq-MPRAGE_T1w,0.3244788526309427
ds003017_sub-sid000114_acq-MPRAGE_T1w,0.251113127219887
ds003017_sub-sid000025_acq-MPRAGE_T1w,0.2870117565642843
ds003017_sub-sid000021_acq-MPRAGE_T1w,0.2557169990088876
ds003017_sub-sid000034_acq-MPRAGE_T1w,0.38369491403571143
ds003017_sub-sid000278_acq-MPRAGE_T1w,0.3174992304376686
ds003017_sub-sid000029_acq-MPRAGE_T1w,0.2612103327503225
ds003017_sub-sid000134_acq-MPRAGE_T1w,0.2587918479077603
ds003017_sub-sid000030_acq-MPRAGE_T1w,0.2570591188358501
ds003017_sub-sid000522_acq-MPRAGE_T1w,0.2741939428014201
ds003017_sub-sid000120_acq-MPRAGE_T1w,0.2605328615633859
ds003017_sub-sid000009_acq-MPRAGE_T1w,0.2804738274302363
ds003017_sub-sid000416_acq-MPRAGE_T1w,0.2933237852398101
ds003017_sub-sid000560_acq-MPRAGE_T1w,0.2589427165614534
ds003017_sub-sid000024_acq-MPRAGE_T1w,0.2879818010806555
ds003017_sub-sid000013_acq-MPRAGE_T1w,0.25639052577967014
ds003017_sub-sid000005_acq-MPRAGE_T1w,0.28200538409296166
ds003017_sub-sid000052_acq-MPRAGE_T1w,0.2847965103357537
ds003017_sub-sid000020_acq-MPRAGE_T1w,0.2732696222055814
ds003017_sub-sid000142_acq-MPRAGE_T1w,0.2733801758276682
ds003017_sub-sid000010_acq-MPRAGE_T1w,0.26398877367272083
ds003017_sub-sid000499_acq-MPRAGE_T1w,0.2545725429809938
ds003017_sub-sid000007_acq-MPRAGE_T1w,0.2699633980829941
ds003017_sub-sid000050_acq-MPRAGE_T1w,0.26737554468163055
ds003017_sub-sid000535_acq-MPRAGE_T1w,0.28116200798698204
ds003446_sub-13_ses-01_T1w,0.2628257883712553
ds003505_sub-20_T1w,0.3024066156325241
ds003505_sub-09_T1w,0.3118106769664921
ds003505_sub-02_T1w,0.3235699182785651
ds003505_sub-03_T1w,0.3060679353259153
ds003505_sub-01_T1w,0.3322355842291811
ds003505_sub-18_T1w,0.33896681279521557
ds003505_sub-12_T1w,0.3270570270039343
ds001241_sub-11_T1w,0.2643032697618966
ds001241_sub-04_T1w,0.25584819137881154
ds001241_sub-21_T1w,0.29614706680356384
ds001482_sub-405_T1w,0.2854676314068587
ds001482_sub-428_T1w,0.34252054345124
ds001482_sub-403_T1w,0.35213764283843446
ds001482_sub-432_T1w,0.3705106990875249
ds001482_sub-423_T1w,0.29224658130002557
ds001482_sub-415_T1w,0.2859211108919851
ds001482_sub-414_T1w,0.359591195911679
ds001482_sub-429_T1w,0.35504109419818836
ds001482_sub-408_T1w,0.32920345807460805
ds001482_sub-424_T1w,0.33871671548123405
ds001482_sub-430_T1w,0.3488176053558428
ds001482_sub-422_T1w,0.3260776349717174
ds001482_sub-427_T1w,0.28670535323099666
ds001482_sub-401_T1w,0.3250656503359732
ds001482_sub-419_T1w,0.39071845954328854
ds001482_sub-420_T1w,0.3716378749795564
ds001482_sub-418_T1w,0.31002065027821507
ds001482_sub-406_T1w,0.26357095707671035
ds001482_sub-411_T1w,0.29013994652119895
ds001482_sub-425_T1w,0.3450777656211237
ds001482_sub-410_T1w,0.3377509498073239
ds001482_sub-417_T1w,0.3566317955152898
ds001482_sub-409_T1w,0.2887380308658419
ds001482_sub-433_T1w,0.2870505443703634
ds001482_sub-416_T1w,0.31254717350261546
ds001482_sub-412_T1w,0.3230957804674882
ds001482_sub-413_T1w,0.32040811790902946
ds001482_sub-402_T1w,0.4084029016721271
ds001482_sub-426_T1w,0.3237293147464019
ds001482_sub-404_T1w,0.4976556903490587
ds001482_sub-421_T1w,0.31291981031096733
ds001482_sub-434_T1w,0.29715546578787483
ds001482_sub-407_T1w,0.30343576833584046
ds001521_sub-38_T1w,0.23251966554682518
ds001521_sub-20_T1w,0.26865670964835225
ds001521_sub-09_T1w,0.28054394209979877
ds001521_sub-31_T1w,0.23937416308111034
ds001521_sub-02_T1w,0.26352698963408927
ds001521_sub-03_T1w,0.2565843282282032
ds001521_sub-22_T1w,0.23948304440905113
ds001521_sub-01_T1w,0.25671083261581745
ds001521_sub-40_T1w,0.23064908577305437
ds001521_sub-36_T1w,0.26060197319645934
ds001521_sub-33_T1w,0.263461125221495
ds001521_sub-25_T1w,0.2736495143863092
ds001521_sub-34_T1w,0.23920194678591156
ds001521_sub-18_T1w,0.24025973975687157
ds001521_sub-12_T1w,0.26318168575367556
ds001521_sub-24_T1w,0.24925896218119636
ds001521_sub-35_T1w,0.24614444713581682
ds001521_sub-14_T1w,0.26011495242714283
ds001521_sub-05_T1w,0.2624879944152586
ds001521_sub-29_T1w,0.28178685897613726
ds001521_sub-08_T1w,0.27687454333179107
ds001521_sub-27_T1w,0.24040796135910825
ds001521_sub-15_T1w,0.25961954077557786
ds001521_sub-37_T1w,0.25039702588885854
ds001551_sub-2282_T1w,0.25720839581982335
ds001551_sub-2567_T1w,0.25452484702701494
ds001551_sub-2378_T1w,0.25751661140737747
ds001551_sub-2362_T1w,0.2428296785200864
ds001551_sub-2377_T1w,0.24862241540307736
ds001551_sub-2199_T1w,0.2666221308163656
ds001551_sub-2238_T1w,0.25178013613610656
ds001551_sub-2280_T1w,0.2699322336975391
ds001551_sub-2391_T1w,0.2877958651452805
ds001551_sub-2400_T1w,0.24065008881792319
ds001551_sub-2401_T1w,0.26293051697509157
ds001551_sub-2388_T1w,0.26435710465929063
ds001551_sub-2279_T1w,0.24341294137467417
ds001551_sub-2364_T1w,0.24545872175474745
ds001551_sub-2383_T1w,0.26358058870102175
ds001551_sub-2261_T1w,0.26029637877600786
ds001551_sub-2386_T1w,0.25507782023241227
ds001551_sub-2392_T1w,0.26264553729142176
ds001551_sub-2387_T1w,0.2527914870381173
ds001551_sub-0401_T1w,0.24691284742885677
ds001551_sub-2564_T1w,0.2525649602407086
ds001551_sub-2399_T1w,0.27552335838553127
ds001551_sub-2166_T1w,0.2624263658523288
ds000234_sub-02_T1w,0.26433945419508287
ds000234_sub-03_T1w,0.2678710141883314
ds000234_sub-01_T1w,0.2593330669269175
ds000234_sub-05_T1w,0.26787757706732906
ds000234_sub-04_T1w,0.2652669442295422
ds002294_sub-020_T1w,0.3855420239509755
ds002294_sub-018_T1w,0.34058773299959444
ds002294_sub-039_T1w,0.36096744790417906
ds002294_sub-046_T1w,0.4151921120293881
ds002294_sub-037_T1w,0.3250295872036263
ds002294_sub-024_T1w,0.36564616568110103
ds002294_sub-008_T1w,0.39380328563392875
ds002294_sub-021_T1w,0.31989364365149486
ds002294_sub-009_T1w,0.35441932306390544
ds002294_sub-015_T1w,0.37734649984418567
ds002294_sub-049_T1w,0.33066523219171695
ds002294_sub-012_T1w,0.33560959993638706
ds002294_sub-032_T1w,0.3698147846861691
ds002294_sub-040_T1w,0.3708179198559776
ds002294_sub-010_T1w,0.3592333646988847
ds002294_sub-017_T1w,0.33877692494968614
ds002294_sub-036_T1w,0.3740870254198497
ds002294_sub-030_T1w,0.3741336109895868
ds002294_sub-041_T1w,0.32872445480918855
ds002294_sub-016_T1w,0.3560332435961329
ds002294_sub-013_T1w,0.3927717346904328
ds002294_sub-031_T1w,0.3441821210576735
ds002294_sub-043_T1w,0.34887369312050986
ds002294_sub-048_T1w,0.346490755357079
ds002294_sub-034_T1w,0.3777173189750479
ds002294_sub-042_T1w,0.4088596328661437
ds002294_sub-050_T1w,0.3424595757541658
ds002294_sub-005_T1w,0.3716904516273615
ds002294_sub-014_T1w,0.3797977039703352
ds002294_sub-019_T1w,0.41184831448724973
ds002294_sub-028_T1w,0.3529748438824237
ds002294_sub-027_T1w,0.3866983147229058
ds003233_sub-s116_ses-wk3_T1w,0.4728680268611678
ds003233_sub-s216_ses-wk6_T1w,0.2878424871710214
ds003233_sub-s120_ses-wk5_T1w,0.3790276726666346
ds003233_sub-s120_ses-wk1_T1w,0.4121011657319655
ds003233_sub-s120_ses-wk4_T1w,0.37961218304910777
ds003233_sub-s120_ses-wk2_T1w,0.26053257761862525
ds003233_sub-s120_ses-wk6_T1w,0.36568593350780054
ds003233_sub-s120_ses-wk3_T1w,0.3647024794175434
ds003233_sub-s129_ses-wk5_T1w,0.4873845043198097
ds003233_sub-s129_ses-wk1_T1w,0.5087949671921683
ds003233_sub-s129_ses-wk4_T1w,0.500585270525884
ds003233_sub-s129_ses-wk2_T1w,0.2742899102774589
ds003233_sub-s129_ses-wk6_T1w,0.4953319955304929
ds003233_sub-s129_ses-wk3_T1w,0.4725215106601227
ds003233_sub-s121_ses-wk5_T1w,0.4889249046724365
